,Date,Acoustic,Whale,Zooplankton,DataCount,Trifecta
235,2010-04-16,Acoustic,,,1,0
236,2010-04-17,Acoustic,,,1,0
237,2010-04-18,Acoustic,Whale,,2,0
238,2010-04-19,Acoustic,,,1,0
239,2010-04-20,Acoustic,Whale,,2,0
240,2010-04-21,Acoustic,,,1,0
241,2010-04-22,Acoustic,,,1,0
242,2010-04-23,Acoustic,,,1,0
243,2010-04-24,Acoustic,,,1,0
244,2010-04-25,Acoustic,,,1,0
245,2010-04-26,Acoustic,,,1,0
246,2010-04-27,Acoustic,,,1,0
247,2010-04-28,Acoustic,,,1,0
248,2010-04-29,Acoustic,,,1,0
249,2010-04-30,Acoustic,,,1,0
250,2010-05-01,Acoustic,,,1,0
251,2010-05-02,Acoustic,,,1,0
252,2010-05-03,Acoustic,,,1,0
253,2010-05-04,Acoustic,,,1,0
254,2010-05-05,Acoustic,,,1,0
255,2011-01-06,,Whale,,1,0
256,2011-01-17,,Whale,,1,0
257,2011-01-22,,Whale,,1,0
258,2011-01-28,,Whale,,1,0
259,2011-01-29,,Whale,,1,0
260,2011-02-07,,Whale,,1,0
261,2011-02-17,Acoustic,Whale,Zooplankton,3,1
262,2011-02-18,Acoustic,,,1,0
263,2011-02-19,Acoustic,,,1,0
264,2011-02-20,Acoustic,,,1,0
265,2011-02-21,Acoustic,,,1,0
266,2011-02-22,Acoustic,,,1,0
267,2011-02-23,Acoustic,,,1,0
268,2011-02-24,Acoustic,Whale,Zooplankton,3,1
269,2011-02-25,Acoustic,,,1,0
270,2011-02-26,Acoustic,,,1,0
271,2011-02-27,Acoustic,,,1,0
272,2011-02-28,Acoustic,,,1,0
273,2011-03-01,Acoustic,,,1,0
274,2011-03-02,Acoustic,,,1,0
275,2011-03-03,Acoustic,,,1,0
276,2011-03-04,Acoustic,Whale,,2,0
277,2011-03-05,Acoustic,,,1,0
278,2011-03-06,Acoustic,,,1,0
279,2011-03-07,Acoustic,,,1,0
280,2011-03-08,Acoustic,Whale,,2,0
281,2011-03-09,Acoustic,,,1,0
282,2011-03-10,Acoustic,,,1,0
283,2011-03-11,Acoustic,,,1,0
284,2011-03-12,Acoustic,,,1,0
285,2011-03-13,Acoustic,Whale,,2,0
286,2011-03-14,Acoustic,,,1,0
287,2011-03-15,Acoustic,,,1,0
288,2011-03-16,Acoustic,,,1,0
289,2011-03-17,Acoustic,Whale,Zooplankton,3,1
290,2011-03-18,Acoustic,,,1,0
291,2011-03-19,Acoustic,,,1,0
292,2011-03-20,Acoustic,Whale,,2,0
293,2011-03-21,Acoustic,,,1,0
294,2011-03-22,Acoustic,,,1,0
295,2011-03-23,Acoustic,Whale,,2,0
296,2011-03-24,Acoustic,,,1,0
297,2011-03-25,Acoustic,,,1,0
298,2011-03-26,Acoustic,Whale,,2,0
299,2011-03-27,Acoustic,,,1,0
300,2011-03-28,Acoustic,,,1,0
301,2011-03-29,Acoustic,,,1,0
302,2011-03-30,Acoustic,Whale,,2,0
303,2011-03-31,Acoustic,,,1,0
304,2011-04-01,Acoustic,,,1,0
305,2011-04-02,Acoustic,,,1,0
306,2011-04-03,Acoustic,,,1,0
307,2011-04-04,Acoustic,,,1,0
308,2011-04-05,Acoustic,,,1,0
309,2011-04-06,Acoustic,,,1,0
310,2011-04-07,Acoustic,Whale,,2,0
311,2011-04-08,Acoustic,Whale,,2,0
312,2011-04-09,Acoustic,,,1,0
313,2011-04-10,Acoustic,,,1,0
314,2011-04-11,Acoustic,,,1,0
315,2011-04-12,Acoustic,,,1,0
316,2011-04-13,Acoustic,,,1,0
317,2011-04-14,Acoustic,Whale,,2,0
318,2011-04-15,Acoustic,Whale,,2,0
319,2011-04-16,Acoustic,,,1,0
320,2011-04-17,Acoustic,,,1,0
321,2011-04-18,Acoustic,,,1,0
322,2011-04-19,Acoustic,Whale,Zooplankton,3,1
323,2011-04-20,Acoustic,,,1,0
324,2011-04-21,Acoustic,,,1,0
325,2011-04-22,Acoustic,Whale,,2,0
326,2011-04-23,Acoustic,,,1,0
327,2011-04-24,Acoustic,Whale,,2,0
328,2011-04-25,Acoustic,Whale,Zooplankton,3,1
329,2011-04-26,Acoustic,,,1,0
330,2011-04-27,Acoustic,Whale,,2,0
331,2011-04-28,Acoustic,,,1,0
332,2011-04-29,Acoustic,Whale,Zooplankton,3,1
333,2011-04-30,Acoustic,Whale,,2,0
334,2011-05-01,Acoustic,,,1,0
335,2011-05-02,Acoustic,Whale,,2,0
336,2011-05-03,Acoustic,Whale,,2,0
337,2011-05-04,Acoustic,,,1,0
338,2011-05-05,Acoustic,,,1,0
339,2011-05-06,Acoustic,,,1,0
340,2011-05-07,Acoustic,,,1,0
341,2011-05-08,Acoustic,,,1,0
342,2011-11-30,,Whale,,1,0
343,2011-12-03,,Whale,,1,0
344,2012-01-07,,Whale,,1,0
345,2012-01-16,,Whale,,1,0
346,2012-01-23,,Whale,,1,0
347,2012-01-26,,Whale,Zooplankton,2,0
348,2012-02-02,,Whale,,1,0
349,2012-02-05,,Whale,,1,0
350,2012-02-09,,Whale,Zooplankton,2,0
351,2012-02-15,,Whale,Zooplankton,2,0
352,2012-02-16,,Whale,,1,0
353,2012-02-27,,Whale,Zooplankton,2,0
354,2012-02-29,,Whale,Zooplankton,2,0
355,2012-03-04,,Whale,,1,0
356,2012-03-12,,Whale,,1,0
357,2012-03-16,,Whale,,1,0
358,2012-03-17,,Whale,,1,0
359,2012-03-18,,Whale,,1,0
360,2012-03-19,,Whale,,1,0
361,2012-03-20,,Whale,,1,0
362,2012-03-21,,Whale,,1,0
363,2012-03-23,,Whale,Zooplankton,2,0
364,2012-03-31,,Whale,,1,0
365,2012-04-01,,Whale,Zooplankton,2,0
366,2012-04-06,,Whale,,1,0
367,2012-04-13,,Whale,Zooplankton,2,0
368,2012-04-17,,Whale,Zooplankton,2,0
369,2012-04-19,,Whale,,1,0
370,2012-08-16,,Whale,,1,0
371,2012-11-18,,Whale,,1,0
372,2012-12-12,,Whale,,1,0
373,2012-12-13,,Whale,,1,0
374,2012-12-29,,Whale,,1,0
375,2013-01-06,,Whale,,1,0
376,2013-01-11,,Whale,,1,0
377,2013-01-12,,Whale,,1,0
378,2013-01-17,,Whale,,1,0
379,2013-01-21,,Whale,,1,0
380,2013-01-28,Acoustic,Whale,Zooplankton,3,1
381,2013-01-29,Acoustic,,,1,0
382,2013-01-30,Acoustic,,,1,0
383,2013-01-31,Acoustic,,,1,0
384,2013-02-01,Acoustic,,,1,0
385,2013-02-02,Acoustic,,,1,0
386,2013-02-03,Acoustic,,,1,0
387,2013-02-04,Acoustic,,,1,0
388,2013-02-05,Acoustic,Whale,,2,0
389,2013-02-06,Acoustic,Whale,,2,0
390,2013-02-07,Acoustic,,,1,0
391,2013-02-08,Acoustic,,,1,0
392,2013-02-09,Acoustic,,,1,0
393,2013-02-10,Acoustic,,,1,0
394,2013-02-11,Acoustic,,,1,0
395,2013-02-12,Acoustic,,,1,0
396,2013-02-13,Acoustic,Whale,,2,0
397,2013-02-14,Acoustic,,,1,0
398,2013-02-15,Acoustic,,,1,0
399,2013-02-16,Acoustic,,,1,0
400,2013-02-17,Acoustic,,,1,0
401,2013-02-18,Acoustic,,,1,0
402,2013-02-19,Acoustic,Whale,,2,0
403,2013-02-20,Acoustic,,,1,0
404,2013-02-21,Acoustic,,,1,0
405,2013-02-22,Acoustic,,,1,0
406,2013-02-23,Acoustic,Whale,,2,0
407,2013-02-24,Acoustic,,,1,0
408,2013-02-25,Acoustic,,,1,0
409,2013-02-26,Acoustic,Whale,,2,0
410,2013-02-27,Acoustic,,,1,0
411,2013-02-28,Acoustic,,,1,0
412,2013-03-01,Acoustic,,,1,0
413,2013-03-02,Acoustic,,,1,0
414,2013-03-03,Acoustic,,,1,0
415,2013-03-04,Acoustic,,,1,0
416,2013-03-05,Acoustic,,,1,0
417,2013-03-06,Acoustic,,,1,0
418,2013-03-07,Acoustic,,,1,0
419,2013-03-08,Acoustic,,,1,0
420,2013-03-09,Acoustic,,,1,0
421,2013-03-10,Acoustic,,,1,0
422,2013-03-11,Acoustic,Whale,Zooplankton,3,1
423,2013-03-12,Acoustic,,,1,0
424,2013-03-13,Acoustic,Whale,,2,0
425,2013-03-14,Acoustic,,,1,0
426,2013-03-15,Acoustic,,,1,0
427,2013-03-16,Acoustic,,,1,0
428,2013-03-17,Acoustic,,,1,0
429,2013-03-18,Acoustic,Whale,Zooplankton,3,1
430,2013-03-19,Acoustic,,,1,0
431,2013-03-20,Acoustic,,,1,0
432,2013-03-21,Acoustic,Whale,,2,0
433,2013-03-22,Acoustic,,,1,0
434,2013-03-23,Acoustic,,,1,0
435,2013-03-24,Acoustic,,,1,0
436,2013-03-25,Acoustic,,,1,0
437,2013-03-26,Acoustic,,,1,0
438,2013-03-27,Acoustic,Whale,,2,0
439,2013-03-28,Acoustic,,,1,0
440,2013-03-29,Acoustic,Whale,,2,0
441,2013-03-30,Acoustic,Whale,,2,0
442,2013-03-31,Acoustic,,,1,0
443,2013-04-01,Acoustic,,,1,0
444,2013-04-02,Acoustic,,,1,0
445,2013-04-03,Acoustic,,,1,0
446,2013-04-04,Acoustic,Whale,,2,0
447,2013-04-05,Acoustic,,,1,0
448,2013-04-06,Acoustic,,,1,0
449,2013-04-07,Acoustic,,,1,0
450,2013-04-08,Acoustic,Whale,Zooplankton,3,1
451,2013-04-09,Acoustic,,,1,0
452,2013-04-10,Acoustic,Whale,,2,0
453,2013-04-11,Acoustic,Whale,,2,0
454,2013-04-12,Acoustic,,,1,0
455,2013-04-13,Acoustic,Whale,,2,0
456,2013-04-14,Acoustic,Whale,,2,0
457,2013-04-15,Acoustic,Whale,Zooplankton,3,1
458,2013-04-16,Acoustic,,,1,0
459,2013-04-17,Acoustic,Whale,,2,0
460,2013-04-18,Acoustic,Whale,,2,0
461,2013-04-19,Acoustic,,,1,0
462,2013-04-20,Acoustic,,,1,0
463,2013-04-21,Acoustic,Whale,,2,0
464,2013-04-22,Acoustic,,,1,0
465,2013-04-23,Acoustic,Whale,,2,0
466,2013-04-24,Acoustic,,,1,0
467,2013-04-25,Acoustic,,,1,0
468,2013-04-26,Acoustic,Whale,Zooplankton,3,1
469,2013-04-27,Acoustic,Whale,,2,0
470,2013-04-28,Acoustic,Whale,,2,0
471,2013-04-29,Acoustic,Whale,Zooplankton,3,1
472,2013-04-30,Acoustic,Whale,,2,0
473,2013-05-01,Acoustic,Whale,Zooplankton,3,1
474,2013-05-02,Acoustic,,,1,0
475,2013-05-03,Acoustic,,,1,0
476,2013-05-04,Acoustic,,,1,0
477,2013-05-05,Acoustic,,Zooplankton,2,0
478,2013-05-06,Acoustic,,,1,0
479,2013-10-31,,Whale,,1,0
480,2013-12-29,,Whale,,1,0
481,2014-01-05,,Whale,,1,0
482,2014-01-10,,Whale,,1,0
483,2014-01-16,,Whale,,1,0
484,2014-01-17,,Whale,,1,0
485,2014-02-01,,Whale,,1,0
486,2014-02-08,,Whale,,1,0
487,2014-02-12,,Whale,,1,0
488,2014-02-20,,Whale,,1,0
489,2014-02-23,,Whale,,1,0
490,2014-03-01,Acoustic,Whale,,2,0
491,2014-03-02,Acoustic,,,1,0
492,2014-03-03,Acoustic,,,1,0
493,2014-03-04,Acoustic,Whale,Zooplankton,3,1
494,2014-03-05,Acoustic,,,1,0
495,2014-03-06,Acoustic,,,1,0
496,2014-03-07,Acoustic,Whale,,2,0
497,2014-03-08,Acoustic,Whale,,2,0
498,2014-03-09,Acoustic,,,1,0
499,2014-03-10,Acoustic,Whale,,2,0
500,2014-03-11,Acoustic,,,1,0
501,2014-03-12,Acoustic,Whale,,2,0
502,2014-03-13,Acoustic,,,1,0
503,2014-03-14,Acoustic,Whale,,2,0
504,2014-03-15,Acoustic,,,1,0
505,2014-03-16,Acoustic,,,1,0
506,2014-03-17,Acoustic,Whale,,2,0
507,2014-03-18,Acoustic,Whale,,2,0
508,2014-03-19,Acoustic,Whale,,2,0
509,2014-03-20,Acoustic,,,1,0
510,2014-03-21,Acoustic,,,1,0
511,2014-03-22,Acoustic,,,1,0
512,2014-03-23,Acoustic,Whale,,2,0
513,2014-03-24,Acoustic,,,1,0
514,2014-03-25,Acoustic,Whale,Zooplankton,3,1
515,2014-03-26,Acoustic,,,1,0
516,2014-03-27,Acoustic,,,1,0
517,2014-03-28,Acoustic,,,1,0
518,2014-03-29,Acoustic,,,1,0
519,2014-03-30,Acoustic,,,1,0
520,2014-03-31,Acoustic,,,1,0
521,2014-04-01,Acoustic,,,1,0
522,2014-04-02,Acoustic,Whale,Zooplankton,3,1
523,2014-04-03,Acoustic,,,1,0
524,2014-04-04,Acoustic,Whale,Zooplankton,3,1
525,2014-04-05,Acoustic,,,1,0
526,2014-04-06,Acoustic,Whale,,2,0
527,2014-04-07,Acoustic,Whale,,2,0
528,2014-04-08,Acoustic,,,1,0
529,2014-04-09,Acoustic,Whale,Zooplankton,3,1
530,2014-04-10,Acoustic,,,1,0
531,2014-04-11,Acoustic,,,1,0
532,2014-04-12,Acoustic,Whale,Zooplankton,3,1
533,2014-04-13,Acoustic,,,1,0
534,2014-04-14,Acoustic,,,1,0
535,2014-04-15,Acoustic,,,1,0
536,2014-04-16,Acoustic,,,1,0
537,2014-04-17,Acoustic,Whale,,2,0
538,2014-04-18,Acoustic,Whale,Zooplankton,3,1
539,2014-04-19,Acoustic,Whale,,2,0
540,2014-04-20,Acoustic,,,1,0
541,2014-04-21,Acoustic,Whale,Zooplankton,3,1
542,2014-04-22,Acoustic,,,1,0
543,2014-04-23,Acoustic,,,1,0
544,2014-04-24,Acoustic,,,1,0
545,2014-04-25,Acoustic,Whale,Zooplankton,3,1
546,2014-04-26,Acoustic,,,1,0
547,2014-04-27,Acoustic,,,1,0
548,2014-04-28,Acoustic,,,1,0
549,2014-04-29,Acoustic,,,1,0
550,2014-04-30,Acoustic,,,1,0
551,2014-05-01,Acoustic,,,1,0
552,2014-05-02,Acoustic,,,1,0
553,2014-05-03,Acoustic,,,1,0
554,2014-05-04,Acoustic,,,1,0
555,2014-05-05,Acoustic,,,1,0
556,2014-05-06,Acoustic,,,1,0
557,2014-05-07,Acoustic,,,1,0
558,2014-05-08,Acoustic,,,1,0
559,2014-05-09,Acoustic,,,1,0
560,2014-05-10,Acoustic,,,1,0
561,2014-05-11,Acoustic,,,1,0
562,2014-05-12,Acoustic,,,1,0
563,2014-05-13,Acoustic,,,1,0
564,2014-05-14,Acoustic,,,1,0
565,2014-05-15,Acoustic,,,1,0
566,2014-05-16,Acoustic,,,1,0
567,2014-05-17,Acoustic,,,1,0
568,2014-05-18,Acoustic,,,1,0
569,2014-05-19,Acoustic,,,1,0
570,2014-05-20,Acoustic,,,1,0
571,2014-05-21,Acoustic,,,1,0
572,2014-12-22,,Whale,,1,0
573,2015-01-11,,Whale,,1,0
574,2015-01-21,,Whale,,1,0
575,2015-01-23,,Whale,,1,0
576,2015-02-12,,Whale,,1,0
577,2015-02-17,Acoustic,,,1,0
578,2015-02-18,Acoustic,Whale,Zooplankton,3,1
579,2015-02-19,Acoustic,,,1,0
580,2015-02-20,Acoustic,,,1,0
581,2015-02-21,Acoustic,,,1,0
582,2015-02-22,Acoustic,,,1,0
583,2015-02-23,Acoustic,,,1,0
584,2015-02-24,Acoustic,Whale,,2,0
585,2015-02-25,Acoustic,,,1,0
586,2015-02-26,Acoustic,,,1,0
587,2015-02-27,Acoustic,,,1,0
588,2015-02-28,Acoustic,Whale,,2,0
589,2015-03-01,Acoustic,,,1,0
590,2015-03-02,Acoustic,,,1,0
591,2015-03-03,Acoustic,Whale,,2,0
592,2015-03-04,Acoustic,,,1,0
593,2015-03-05,Acoustic,,,1,0
594,2015-03-06,Acoustic,Whale,,2,0
595,2015-03-07,Acoustic,Whale,,2,0
596,2015-03-08,Acoustic,,,1,0
597,2015-03-09,Acoustic,,,1,0
598,2015-03-10,Acoustic,Whale,,2,0
599,2015-03-11,Acoustic,,,1,0
600,2015-03-12,Acoustic,,,1,0
601,2015-03-13,Acoustic,,,1,0
602,2015-03-14,Acoustic,,,1,0
603,2015-03-15,Acoustic,,,1,0
604,2015-03-16,Acoustic,,,1,0
605,2015-03-17,Acoustic,,,1,0
606,2015-03-18,Acoustic,,,1,0
607,2015-03-19,Acoustic,,,1,0
608,2015-03-20,Acoustic,Whale,Zooplankton,3,1
609,2015-03-21,Acoustic,,,1,0
610,2015-03-22,Acoustic,,,1,0
611,2015-03-23,Acoustic,,,1,0
612,2015-03-24,Acoustic,,,1,0
613,2015-03-25,Acoustic,,,1,0
614,2015-03-26,Acoustic,,,1,0
615,2015-03-27,Acoustic,,,1,0
616,2015-03-28,Acoustic,,,1,0
617,2015-03-29,Acoustic,,,1,0
618,2015-03-30,Acoustic,,,1,0
619,2015-03-31,Acoustic,,,1,0
620,2015-04-01,Acoustic,,,1,0
621,2015-04-02,Acoustic,,,1,0
622,2015-04-03,Acoustic,,,1,0
623,2015-04-04,Acoustic,,,1,0
624,2015-04-05,Acoustic,,,1,0
625,2015-04-06,Acoustic,Whale,Zooplankton,3,1
626,2015-04-07,Acoustic,,,1,0
627,2015-04-08,Acoustic,,,1,0
628,2015-04-09,Acoustic,,,1,0
629,2015-04-10,Acoustic,,,1,0
630,2015-04-11,Acoustic,,,1,0
631,2015-04-12,Acoustic,Whale,,2,0
632,2015-04-13,Acoustic,,,1,0
633,2015-04-14,Acoustic,,,1,0
634,2015-04-15,Acoustic,Whale,Zooplankton,3,1
635,2015-04-16,Acoustic,Whale,,2,0
636,2015-04-17,Acoustic,,,1,0
637,2015-04-18,Acoustic,Whale,Zooplankton,3,1
